timestamp,open,high,low,close,volume
2025-06-20 09:15:00+05:30,1431.0,1437.2,1428.1,1436.2,86187
2025-06-20 09:16:00+05:30,1436.8,1436.9,1434.0,1435.5,30482
2025-06-20 09:17:00+05:30,1435.3,1436.4,1435.0,1435.4,17055
2025-06-20 09:18:00+05:30,1435.4,1436.8,1435.4,1436.4,27481
2025-06-20 09:19:00+05:30,1436.3,1436.4,1434.5,1434.6,28075
2025-06-20 09:20:00+05:30,1435.0,1436.5,1435.0,1435.6,16198
2025-06-20 09:21:00+05:30,1435.6,1435.6,1433.5,1433.6,11600
2025-06-20 09:22:00+05:30,1433.5,1434.9,1433.0,1433.6,34083
2025-06-20 09:23:00+05:30,1433.7,1435.6,1433.4,1434.5,13429
2025-06-20 09:24:00+05:30,1434.2,1435.6,1433.3,1435.6,10001
2025-06-20 09:25:00+05:30,1435.6,1436.5,1435.2,1436.0,10275
2025-06-20 09:26:00+05:30,1436.2,1436.2,1434.8,1435.0,10989
2025-06-20 09:27:00+05:30,1434.7,1435.2,1434.5,1435.1,5837
2025-06-20 09:28:00+05:30,1435.1,1436.5,1435.1,1436.0,18900
2025-06-20 09:29:00+05:30,1435.9,1436.5,1435.6,1436.4,8884
2025-06-20 09:30:00+05:30,1436.2,1437.8,1436.2,1437.0,18939
2025-06-20 09:31:00+05:30,1436.9,1436.9,1435.7,1436.5,14545
2025-06-20 09:32:00+05:30,1436.0,1436.6,1435.0,1435.2,12897
2025-06-20 09:33:00+05:30,1435.2,1435.7,1435.0,1435.4,4908
2025-06-20 09:34:00+05:30,1435.3,1437.0,1435.2,1436.3,20066
2025-06-20 09:35:00+05:30,1436.5,1436.8,1435.9,1436.8,24363
2025-06-20 09:36:00+05:30,1436.4,1437.0,1435.9,1436.3,9080
2025-06-20 09:37:00+05:30,1436.6,1437.2,1436.3,1437.0,6506
2025-06-20 09:38:00+05:30,1437.0,1437.0,1436.5,1436.6,6695
2025-06-20 09:39:00+05:30,1437.0,1437.0,1436.2,1436.2,9655
2025-06-20 09:40:00+05:30,1436.2,1436.4,1435.2,1435.8,9287
2025-06-20 09:41:00+05:30,1435.5,1436.5,1435.0,1435.9,11673
2025-06-20 09:42:00+05:30,1435.9,1437.0,1435.9,1436.9,9568
